"PTor-timestamp","PTor-yPos","PTor-distance","PTor-light","PTor-isMoving","PTor-angle","PTor-action","PTor-bump","PTor-xPos","PTor-processingQueue","PTor-speed","DTor-timestamp","DTor-yPos","DTor-distance","DTor-light","DTor-isMoving","DTor-angle","DTor-action","DTor-bump","DTor-xPos","DTor-processingQueue","DTor-speed",,"PTal-timestamp","PTal-yPos","PTal-distance","PTal-light","PTal-isMoving","PTal-angle","PTal-action","PTal-bump","PTal-xPos","PTal-processingQueue","PTal-speed","DTal-timestamp","DTal-yPos","DTal-distance","DTal-light","DTal-isMoving","DTal-angle","DTal-action","DTal-bump","DTal-xPos","DTal-processingQueue","DTal-speed","operationApplied",
"16274847350","5.0033","37.0","45.0","false","0.0","#Forward","false","5.0015","false","31.28","16274847350","0.0","40.0","45.0","false","0.0","#Forward","false","0.0","false","31.28"," ","16274847360","5.0036","40.0","45.0","true","0.0","#Forward","false","5.4052","false","31.28","16274847360","0.0","43.0","45.0","true","0.0","#Forward","false","0.278","false","31.28","Match"
"16274847360","5.0036","40.0","45.0","true","0.0","#Forward","false","5.4052","false","31.28","16274847360","0.0","43.0","45.0","true","0.0","#Forward","false","0.278","false","31.28"," ","16274847370","4.9987","43.0","45.0","true","0.0","#Forward","false","5.8085","false","31.28","16274847370","0.0","46.0","45.0","true","0.0","#Forward","false","0.556","false","31.28","Match"
"16274847370","4.9987","43.0","45.0","true","0.0","#Forward","false","5.8085","false","31.28","16274847370","0.0","46.0","45.0","true","0.0","#Forward","false","0.556","false","31.28"," ","16274847380","4.9982","46.0","45.0","true","0.0","#Forward","false","6.2166","false","31.28","16274847380","0.0","49.0","45.0","true","0.0","#Forward","false","0.834","false","31.28","Match"
"16274847380","4.9982","46.0","45.0","true","0.0","#Forward","false","6.2166","false","31.28","16274847380","0.0","49.0","45.0","true","0.0","#Forward","false","0.834","false","31.28"," ","16274847390","4.9996","49.0","45.0","true","0.0","#Forward","false","6.6154","false","31.28","16274847390","0.0","52.0","45.0","true","0.0","#Forward","false","1.112","false","31.28","Match"
"16274847390","4.9996","49.0","45.0","true","0.0","#Forward","false","6.6154","false","31.28","16274847390","0.0","52.0","45.0","true","0.0","#Forward","false","1.112","false","31.28"," ","16274847400","4.9963","52.0","45.0","true","0.0","#Forward","false","7.0147","false","31.28","16274847400","0.0","55.0","45.0","true","0.0","#Forward","false","1.39","false","31.28","Match"
"16274847400","4.9963","52.0","45.0","true","0.0","#Forward","false","7.0147","false","31.28","16274847400","0.0","55.0","45.0","true","0.0","#Forward","false","1.39","false","31.28"," ","16274847410","5.0021","55.0","45.0","true","0.0","#Forward","false","7.4213","false","31.28","16274847410","0.0","58.0","45.0","true","0.0","#Forward","false","1.668","false","31.28","Match"
"16274847410","5.0021","55.0","45.0","true","0.0","#Forward","false","7.4213","false","31.28","16274847410","0.0","58.0","45.0","true","0.0","#Forward","false","1.668","false","31.28"," ","16274847420","4.9997","58.0","45.0","true","0.0","#Forward","false","7.8192","false","31.28","16274847420","0.0","61.0","45.0","true","0.0","#Forward","false","1.946","false","31.28","Match"
"16274847420","4.9997","58.0","45.0","true","0.0","#Forward","false","7.8192","false","31.28","16274847420","0.0","61.0","45.0","true","0.0","#Forward","false","1.946","false","31.28"," ","16274847430","4.9965","61.0","45.0","true","0.0","#Forward","false","8.2306","false","31.28","16274847430","0.0","64.0","45.0","true","0.0","#Forward","false","2.224","false","31.28","Match"
"16274847430","4.9965","61.0","45.0","true","0.0","#Forward","false","8.2306","false","31.28","16274847430","0.0","64.0","45.0","true","0.0","#Forward","false","2.224","false","31.28"," ","16274847440","5.0009","64.0","45.0","true","0.0","#Forward","false","8.6321","false","31.28","16274847440","0.0","67.0","45.0","true","0.0","#Forward","false","2.502","false","31.28","Match"
"16274847440","5.0009","64.0","45.0","true","0.0","#Forward","false","8.6321","false","31.28","16274847440","0.0","67.0","45.0","true","0.0","#Forward","false","2.502","false","31.28"," ","16274847450","4.9967","67.0","45.0","true","0.0","#Forward","false","9.0305","false","31.28","16274847450","0.0","70.0","45.0","true","0.0","#Forward","false","2.78","false","31.28","Match"
"16274847450","4.9967","67.0","45.0","true","0.0","#Forward","false","9.0305","false","31.28","16274847450","0.0","70.0","45.0","true","0.0","#Forward","false","2.78","false","31.28"," ","16274847460","5.0003","70.0","45.0","true","0.0","#Forward","false","9.4337","false","31.28","16274847460","0.0","73.0","45.0","true","0.0","#Forward","false","3.058","false","31.28","Match"
"16274847460","5.0003","70.0","45.0","true","0.0","#Forward","false","9.4337","false","31.28","16274847460","0.0","73.0","45.0","true","0.0","#Forward","false","3.058","false","31.28"," ","16274847470","4.9973","73.0","45.0","true","0.0","#Forward","false","9.8365","false","31.28","16274847470","0.0","76.0","45.0","true","0.0","#Forward","false","3.336","false","31.28","Match"
"16274847470","4.9973","73.0","45.0","true","0.0","#Forward","false","9.8365","false","31.28","16274847470","0.0","76.0","45.0","true","0.0","#Forward","false","3.336","false","31.28"," ","16274847480","5.0032","76.0","45.0","true","0.0","#Forward","false","10.242","false","31.28","16274847480","0.0","79.0","45.0","true","0.0","#Forward","false","3.614","false","31.28","Match"
"16274847480","5.0032","76.0","45.0","true","0.0","#Forward","false","10.242","false","31.28","16274847480","0.0","79.0","45.0","true","0.0","#Forward","false","3.614","false","31.28"," ","16274847490","5.0013","79.0","45.0","true","0.0","#Forward","false","10.6411","false","31.28","16274847490","0.0","82.0","45.0","true","0.0","#Forward","false","3.892","false","31.28","Match"
"16274847490","5.0013","79.0","45.0","true","0.0","#Forward","false","10.6411","false","31.28","16274847490","0.0","82.0","45.0","true","0.0","#Forward","false","3.892","false","31.28"," ","16274847500","4.9955","82.0","45.0","true","0.0","#Forward","false","11.0447","false","31.28","16274847500","0.0","85.0","45.0","true","0.0","#Forward","false","4.17","false","31.28","Match"
"16274847500","4.9955","82.0","45.0","true","0.0","#Forward","false","11.0447","false","31.28","16274847500","0.0","85.0","45.0","true","0.0","#Forward","false","4.17","false","31.28"," ","16274847510","5.0045","85.0","45.0","true","0.0","#Forward","false","11.4506","false","31.28","16274847510","0.0","88.0","45.0","true","0.0","#Forward","false","4.448","false","31.28","Match"
"16274847510","5.0045","85.0","45.0","true","0.0","#Forward","false","11.4506","false","31.28","16274847510","0.0","88.0","45.0","true","0.0","#Forward","false","4.448","false","31.28"," ","16274847520","4.996","88.0","45.0","true","0.0","#Forward","false","11.8567","false","31.28","16274847520","0.0","91.0","45.0","true","0.0","#Forward","false","4.726","false","31.28","Match"
